id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
1627,Mipavxv,Custodia 250 ML X 40,CUS-25,93,23,6,2090,1/7/2020,11/19/2021,2090,3/29/2023,TRUE,FALSE,Kabupaten Kudus,Jawa Tengah
1628,Tvaoweb,ZENPRO NPK LIQUID X 15,ZEN-75,27,17,6,455,1/27/2020,12/7/2021,455,3/22/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1629,Ysfkjfw,Dangke 100 Gr X 100,DAN-26,27,1,19,14,9/4/2020,4/24/2021,14,3/21/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1630,Xtuftk,JOKER 400 Gr X 25,JOK-40,76,5,10,371,1/3/2020,5/17/2021,371,4/1/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1631,Riozlo,AGIL 100 ML X 100,AGI-1,43,11,2,457,12/10/2020,3/1/2021,457,3/29/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
1632,Mvljg,CHLORMITE 200 ML X 48,CHL-19,58,17,13,954,4/28/2020,10/28/2021,954,3/22/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
1633,Cvxnimc,KLENSECT 400 ML X 24,KLE-43,47,19,10,868,5/1/2020,4/22/2021,868,3/27/2023,FALSE,TRUE,Kota Surakarta,Jawa Tengah
1634,Xniyvoq,Cozeb 1 Kg X 20,COZ-24,35,17,13,564,1/13/2020,3/10/2021,564,3/21/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1635,Zcndfk,Astonish 500 ML X 24,AST-7,72,7,9,467,3/17/2020,7/15/2021,467,3/24/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1636,Soybau,BELLMAC 250 ML X 40,BEL-11,58,46,8,2649,3/18/2020,6/4/2021,2649,3/30/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1637,Bqnus,Liberty 500 X 20,LIB-50,61,43,18,2600,3/1/2020,10/7/2021,2600,3/24/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
1638,Lgnkd,Foltus 1L X 20,FOL-35,83,24,1,2025,4/18/2020,5/7/2021,2025,3/30/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
1639,Bzhvs,Dangke 250 Gr X 40,DAN-27,74,27,7,2017,4/18/2020,7/15/2021,2017,3/24/2023,TRUE,FALSE,Kabupaten Rembang,Jawa Tengah
1640,Soybau,YaraLiva Nitrabor (25 Kg),YAR-66,34,37,1,1243,1/5/2020,5/27/2021,1243,3/23/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1641,Lztczgt,JOKER 400 Gr X 25,JOK-40,43,24,15,1025,8/3/2020,9/14/2021,1025,3/22/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
1642,Ptfakl,Remazole 400 ml X 20,REM-54,88,30,5,2596,7/30/2020,5/2/2021,2596,3/24/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
1643,Gizua,JOKER 400 Gr X 25,JOK-40,91,37,0,3376,5/21/2020,6/21/2021,3376,3/26/2023,FALSE,FALSE,Kabupaten Brebes,Jawa Tengah
1644,Mceelv,Yara Mila Complex/1 Kg Repacking,YAR-65,97,26,20,2515,1/31/2020,12/9/2021,2515,3/30/2023,TRUE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
1645,Obkqjgm,YaraMila Winner (50 Kg),YAR-72,39,25,2,985,8/1/2020,11/29/2021,985,3/23/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
1646,Yfentk,DUMIL 100 Gr X 100,DUM-31,82,25,17,2069,6/29/2020,5/15/2021,2069,3/21/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1647,Plkia,LEILI 1 L X 20,LEI-45,15,8,12,114,7/1/2020,11/1/2021,114,3/30/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
1648,Pmmvkwp,Corona 100 ML X 36,COR-22,74,36,19,2624,9/16/2020,1/19/2021,2624,3/26/2023,TRUE,FALSE,Kabupaten Temanggung,Jawa Tengah
1649,Qhxmkw,Chalenger 1L X 20,CHA-17,51,15,14,764,4/11/2020,1/4/2021,764,3/29/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
1650,Ffcsef,Dense 500 Gr X 20,DEN-30,76,46,7,3477,1/14/2020,8/18/2021,3477,3/24/2023,TRUE,FALSE,Kabupaten Klaten,Jawa Tengah
1651,Umrwzu,YaraMila Winner (50 Kg),YAR-72,83,38,18,3160,6/17/2020,2/24/2021,3160,3/25/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1652,Jltguio,Chalenger 1L X 20,CHA-17,58,45,6,2584,10/27/2020,1/3/2021,2584,4/2/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
1653,Xcksch,Tapuz 100 Gr X 80,TAP-62,35,11,17,364,5/26/2020,3/1/2021,364,4/1/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1654,Dkqup,BELLMAC 250 ML X 40,BEL-11,25,26,19,619,7/18/2020,11/17/2021,619,3/25/2023,TRUE,FALSE,Kota Semarang,Jawa Tengah
1655,Qlkref,YaraMila Winner (50 Kg),YAR-72,13,42,15,536,5/9/2020,6/29/2021,536,3/22/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
1656,Vaqps,YaraMila Complex X (50Kg),YAR-68,51,29,11,1470,10/2/2020,7/18/2021,1470,3/29/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1657,Xtuftk,CHLORMITE 100 ML X 120,CHL-18,97,17,1,1646,7/5/2020,5/31/2021,1646,3/21/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1658,Qyhltvs,YaraMila Faster (50 Kg),YAR-69,61,2,10,99,5/8/2020,3/25/2021,99,3/31/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
1659,Krgska,KLENSECT 400 ML X 24,KLE-43,99,37,6,3702,12/30/2020,1/10/2021,3702,3/27/2023,FALSE,FALSE,Kota Salatiga,Jawa Tengah
1660,Ntdanez,CHLORMITE 900 ML X 20,CHL-21,65,9,14,554,5/23/2020,11/17/2021,554,3/25/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
1661,Qlkref,Betanil 500 Gr x 20,BET-12,21,25,9,510,9/7/2020,9/16/2021,510,3/28/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
1662,Jeahw,Gandewa 500 ML X 10,GAN-38,96,42,14,4019,7/18/2020,9/10/2021,4019,4/1/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
1663,Pemfo,CHLORMITE 200 ML X 48,CHL-19,22,19,3,423,11/12/2020,1/17/2021,423,3/30/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
1664,Pugey,Plethora 250 ML X40,PLE-52,98,12,13,1179,12/5/2020,6/18/2021,1179,4/2/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
1665,Bqnus,SUPREMO 1 L X 20,SUP-58,68,16,12,1094,4/8/2020,12/17/2021,1094,3/30/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
1666,Mdvqtf,CHLORMITE 400 ML X 24,CHL-20,49,33,17,1601,8/19/2020,8/14/2021,1601,3/21/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
1667,Ktealuq,Liberty 1Kg X 20,LIB-48,68,11,19,752,2/5/2020,1/16/2021,752,4/2/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
1668,Piggxz,Betanil 500 Gr x 20,BET-12,31,21,1,638,6/16/2020,2/21/2021,638,3/22/2023,FALSE,TRUE,Kabupaten Wonosobo,Jawa Tengah
1669,Olzcxs,SUPREMO 500 ML X 24,SUP-59,75,5,5,335,8/15/2020,6/9/2021,335,3/29/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
1670,Qtrmgud,Dangke 400 Gr X 30,DAN-28,66,19,1,1241,6/20/2020,1/1/2021,1241,3/28/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
1671,Hfwdd,Spreader 500 ML X 24,SPR-57,52,13,0,680,7/26/2020,11/29/2021,680,3/23/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
1672,Kqlqvto,CALIWA 350 OD 250 ML X 40,CAL-15,15,26,1,389,4/18/2020,11/28/2021,389,3/22/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
1673,Ejubar,Narkis 250 ML x 40,NAR-51,54,35,14,1865,1/21/2020,4/12/2021,1865,3/30/2023,FALSE,FALSE,Kabupaten Tegal,Jawa Tengah
1674,Uqvcs,YaraVita Tripholate (2.5 g) @50,YAR-73,82,21,7,1698,8/8/2020,9/17/2021,1698,4/1/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1675,Cmudany,Liberty 500 X 20,LIB-50,10,37,11,356,11/12/2020,10/1/2021,356,3/29/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
1676,Sjgyul,Liberty 250 Gr X 40,LIB-49,96,1,9,113,11/25/2020,5/2/2021,113,3/25/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1677,Zbupp,Plethora 250 ML X40,PLE-52,91,3,7,255,1/13/2020,10/10/2021,255,4/2/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
1678,Qsumrji,LEILI 250 ML X 48,LEI-47,56,31,4,1706,7/1/2020,8/27/2021,1706,3/23/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
1679,Zavxgh,Gandewa 250 ML X 20,GAN-37,20,47,10,924,5/25/2020,10/18/2021,924,3/21/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1680,Ysfkjfw,LEILI 1 L X 20,LEI-45,68,25,18,1671,5/31/2020,11/28/2021,1671,3/28/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1681,Vwxqqo,SUPRETOX 1 L X 20,SUP-60,66,4,18,243,11/23/2020,3/7/2021,243,3/31/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1682,Zkxgosa,SUPREMO 500 ML X 24,SUP-59,49,18,13,886,3/9/2020,8/24/2021,886,3/23/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1683,Dkqup,YaraVita Tripholate 25 Gr @120,YAR-74,80,28,19,2234,2/28/2020,8/11/2021,2234,4/1/2023,FALSE,TRUE,Kota Semarang,Jawa Tengah
1684,Mvljg,CALIWA 350 OD 500 ML x 20,CAL-16,57,18,5,1020,12/30/2020,3/30/2021,1020,3/22/2023,TRUE,FALSE,Kabupaten Purbalingga,Jawa Tengah
1685,Uqvcs,Spreader 500 ML X 24,SPR-57,16,29,15,451,2/20/2020,2/15/2021,451,3/21/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1686,Xtuftk,Chalenger 1L X 20,CHA-17,56,28,5,1586,2/14/2020,12/2/2021,1586,3/24/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1687,Nlobsl,Remazole 250 ml X 40,REM-53,14,12,7,160,9/7/2020,1/30/2021,160,3/24/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
1688,Fukyoqz,Ricequick 100 Gr X 70,RIC-55,76,49,2,3743,11/13/2020,4/11/2021,3743,4/2/2023,FALSE,FALSE,Kabupaten Brebes,Jawa Tengah
1689,Vnlumtd,Dense 500 Gr X 20,DEN-30,44,13,4,579,5/4/2020,2/27/2021,579,3/26/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
1690,Vwxqqo,Anilo 400 Gr X 20,ANI-4,73,47,7,3394,9/15/2020,2/8/2021,3394,4/2/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1691,Ozsfyu,Plethora 250 ML X40,PLE-52,26,42,14,1090,10/7/2020,7/9/2021,1090,3/29/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
1692,Vrhqv,LEILI 250 ML X 48,LEI-47,27,23,6,616,5/3/2020,8/30/2021,616,3/30/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1693,Dkmbh,Klensect 900 ML X 20,KLE-44,92,23,5,2070,7/3/2020,6/12/2021,2070,3/23/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
1694,Mdvqtf,Remazole 400 ml X 20,REM-54,81,27,12,2192,11/25/2020,5/2/2021,2192,3/25/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
1695,Krgska,BALISTIC 500 ML X 12,BAL-10,71,12,5,865,2/29/2020,5/30/2021,865,3/30/2023,TRUE,TRUE,Kota Salatiga,Jawa Tengah
1696,Oksxae,Dangke 400 Gr X 30,DAN-28,95,14,6,1281,12/3/2020,3/6/2021,1281,3/21/2023,FALSE,FALSE,Kabupaten Tegal,Jawa Tengah
1697,Acjhvrm,Yara Mila Complex/1 Kg Repacking,YAR-65,56,2,12,80,3/25/2020,7/26/2021,80,3/30/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
1698,Obkqjgm,Plethora 250 ML X40,PLE-52,65,32,11,2049,3/23/2020,8/18/2021,2049,3/27/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
1699,Znmlyx,Jurassic 1L X 20,JUR-41,33,32,6,1057,4/30/2020,10/1/2021,1057,3/25/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1700,Vemfyt,Ricequick 100 Gr X 70,RIC-55,17,44,20,734,4/3/2020,5/11/2021,734,3/26/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1701,Obkqjgm,Dangke 250 Gr X 40,DAN-27,50,21,4,1066,11/12/2020,4/13/2021,1066,4/2/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
1702,Yronksr,LEILI 100 ML X 60,LEI-46,96,27,13,2579,12/22/2020,2/10/2021,2579,3/31/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1703,Fybcazi,Avatar 100 ml X 36,AVA-8,18,47,8,839,1/30/2020,6/2/2021,839,3/26/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
1704,Lbsskne,DUMIL 100 Gr X 100,DUM-31,33,12,3,385,12/19/2020,6/24/2021,385,3/26/2023,FALSE,TRUE,Kota Semarang,Jawa Tengah
1705,Xcksch,Liberty 250 Gr X 40,LIB-49,77,36,16,2743,11/9/2020,6/21/2021,2743,3/23/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1706,Zdkwb,CALIWA 350 OD 250 ML X 40,CAL-15,58,28,14,1605,6/10/2020,7/28/2021,1605,3/21/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1707,Xjfklgz,CALIWA 350 OD 250 ML X 40,CAL-15,11,4,20,27,3/17/2020,3/10/2021,27,3/26/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1708,Sjgyul,Klensect 900 ML X 20,KLE-44,69,32,14,2213,12/29/2020,9/16/2021,2213,3/29/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1709,Bzhvs,CHLORMITE 400 ML X 24,CHL-20,41,45,20,1809,3/11/2020,11/4/2021,1809,3/26/2023,FALSE,TRUE,Kabupaten Rembang,Jawa Tengah
1710,Kxzos,SUPREMO 500 ML X 24,SUP-59,79,9,5,741,4/22/2020,12/28/2021,741,3/24/2023,TRUE,TRUE,Kabupaten Semarang,Jawa Tengah
1711,Fybcazi,YaraVita Tripholate (2.5 g) @50,YAR-73,14,9,3,126,3/8/2020,4/21/2021,126,3/30/2023,TRUE,TRUE,Kabupaten Magelang,Jawa Tengah
1712,Otnxz,Narkis 250 ML x 40,NAR-51,37,46,6,1704,11/25/2020,2/11/2021,1704,3/27/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
1713,Sxeejqj,CALIWA 350 OD 250 ML X 40,CAL-15,92,21,1,1927,3/7/2020,10/17/2021,1927,3/31/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1714,Sxeejqj,BLASIL 250 ML X 40,BLA-14,32,11,14,324,8/5/2020,2/16/2021,324,3/21/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1715,Srwxf,Balistic 100ML X 36,BAL-9,10,19,1,186,8/11/2020,3/21/2021,186,3/21/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1716,Hzbalcz,KLENSECT 200 ML X 48,KLE-42,43,28,3,1190,8/24/2020,6/2/2021,1190,3/28/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
1717,Mzlseg,Narkis 250 ML x 40,NAR-51,63,11,4,667,11/9/2020,7/31/2021,667,3/31/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
1718,Qlkref,Anilo 50 Gr X 100,ANI-5,61,47,2,2839,8/24/2020,4/5/2021,2839,3/27/2023,FALSE,FALSE,Kota Tegal,Jawa Tengah
1719,Umrwzu,Foltus 500 ML X 24,FOL-36,14,47,16,643,1/29/2020,11/29/2021,643,3/31/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1720,Nrvwd,KLENSECT 200 ML X 48,KLE-42,92,27,10,2486,6/4/2020,7/13/2021,2486,4/1/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
1721,Lhrugzu,Dangke 250 Gr X 40,DAN-27,36,21,9,733,11/26/2020,6/23/2021,733,3/27/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
1722,Odmhzie,CHLORMITE 900 ML X 20,CHL-21,55,12,5,630,11/13/2020,1/5/2021,630,3/23/2023,FALSE,FALSE,Kota Tegal,Jawa Tengah
1723,Owgni,Plethora 250 ML X40,PLE-52,66,18,16,1145,6/4/2020,2/3/2021,1145,3/28/2023,FALSE,FALSE,Kabupaten Rembang,Jawa Tengah
1724,Gizua,YaraMila Palmae 50 Kg,YAR-70,100,35,11,3468,11/14/2020,12/22/2021,3468,4/1/2023,FALSE,TRUE,Kabupaten Brebes,Jawa Tengah
1725,Vwxqqo,EXPLORE 80 ML X 36,EXP-34,21,11,18,211,2/24/2020,5/2/2021,211,3/23/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1726,Pemfo,BELLMAC 250 ML X 40,BEL-11,91,5,14,415,1/9/2020,1/31/2021,415,3/28/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
1727,Gojfeq,JOKER 100 Gr X 50,JOK-39,29,24,20,663,4/10/2020,4/18/2021,663,4/2/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
1728,Hfwdd,YaraLiva Nitrabor (25 Kg),YAR-66,16,22,20,325,12/6/2020,7/2/2021,325,3/24/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
1729,Fukyoqz,Astonish 100 ML X 60,AST-6,68,6,9,412,8/10/2020,7/30/2021,412,3/24/2023,TRUE,TRUE,Kabupaten Brebes,Jawa Tengah
1730,Jwhlxvr,EXPLORE 250 ML X 36,EXP-33,40,45,14,1787,1/30/2020,8/24/2021,1787,3/23/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
1731,Srwxf,SUPREMO 1 L X 20,SUP-58,46,49,12,2241,4/3/2020,5/10/2021,2241,3/22/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1732,Bgvpp,YaraVita Tripholate 25 Gr @120,YAR-74,78,28,3,2153,11/26/2020,5/2/2021,2153,3/23/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
1733,Hzphnyx,ZENPRO NPK LIQUID X 15,ZEN-75,53,14,10,735,7/5/2020,5/25/2021,735,3/26/2023,FALSE,FALSE,Kabupaten Boyolali,Jawa Tengah
1734,Lbsskne,Custodia 250 ML X 40,CUS-25,60,48,17,2872,11/24/2020,8/24/2021,2872,3/31/2023,TRUE,TRUE,Kota Semarang,Jawa Tengah
1735,Ysfkjfw,BALISTIC 500 ML X 12,BAL-10,84,30,19,2518,2/3/2020,11/17/2021,2518,3/29/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1736,Gojfeq,Betanil 500 Gr x 20,BET-12,14,27,3,372,4/1/2020,1/4/2021,372,3/26/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
1737,Hzphnyx,Blasil 100 ml X 100,BLA-13,66,16,4,1080,11/26/2020,8/22/2021,1080,3/21/2023,TRUE,FALSE,Kabupaten Boyolali,Jawa Tengah
1738,Piggxz,Blasil 100 ml X 100,BLA-13,57,15,3,826,4/14/2020,2/25/2021,826,3/25/2023,TRUE,TRUE,Kabupaten Wonosobo,Jawa Tengah
1739,Umrwzu,Cozeb 1 Kg X 20,COZ-24,36,10,6,361,8/23/2020,4/16/2021,361,4/2/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1740,Qlkref,YaraVita Tripholate (2.5 g) @50,YAR-73,43,10,13,411,10/21/2020,12/13/2021,411,3/26/2023,TRUE,TRUE,Kota Tegal,Jawa Tengah
1741,Acjhvrm,LEILI 1 L X 20,LEI-45,91,26,17,2355,8/25/2020,6/17/2021,2355,3/28/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
1742,Aakpwbz,Corona 250 ML X 36,COR-23,30,13,11,365,10/18/2020,4/1/2021,365,3/24/2023,TRUE,TRUE,Kabupaten Banyumas,Jawa Tengah
1743,Jnpva,Remazole 250 ml X 40,REM-53,98,25,17,2401,4/27/2020,6/19/2021,2401,3/29/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
1744,Qgpqkl,YaraLiva Tropicote (25 Kg),YAR-67,87,33,6,2851,11/5/2020,10/8/2021,2851,3/21/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
1745,Jeahw,SUPRETOX 500 ML X 24,SUP-61,16,32,3,509,7/21/2020,8/30/2021,509,4/2/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
1746,Plkia,Remazole 250 ml X 40,REM-53,13,46,3,594,1/5/2020,5/16/2021,594,3/31/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
1747,Owgni,EXPLORE 80 ML X 36,EXP-34,28,6,9,171,12/13/2020,10/21/2021,171,3/29/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
1748,Lhrugzu,Liberty 250 Gr X 40,LIB-49,31,9,13,273,9/17/2020,4/8/2021,273,3/31/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
1749,Vrhqv,Spreader 250 ML X 48,SPR-56,28,41,19,1132,6/29/2020,12/24/2021,1132,4/2/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1750,Owgni,JOKER 100 Gr X 50,JOK-39,19,34,13,633,2/17/2020,6/29/2021,633,3/25/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
1751,Ntdanez,Plethora 250 ML X40,PLE-52,75,25,10,1863,3/10/2020,11/2/2021,1863,4/2/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
1752,Dkqup,KLENSECT 400 ML X 24,KLE-43,59,34,13,1991,7/16/2020,11/28/2021,1991,3/24/2023,TRUE,TRUE,Kota Semarang,Jawa Tengah
1753,Umrwzu,Corona 100 ML X 36,COR-22,80,2,20,177,1/13/2020,9/21/2021,177,3/23/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
1754,Hfwdd,Yara Mila Complex/1 Kg Repacking,YAR-65,73,47,7,3395,5/7/2020,11/20/2021,3395,3/27/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
1755,Vnlumtd,Plethora 250 ML X40,PLE-52,98,3,8,247,11/18/2020,11/26/2021,247,3/30/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
1756,Mzlseg,DUMIL 400 Gr X 25,DUM-32,100,32,6,3191,6/19/2020,12/1/2021,3191,4/2/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
1757,Odmhzie,CHLORMITE 100 ML X 120,CHL-18,86,25,13,2097,2/1/2020,4/3/2021,2097,3/27/2023,TRUE,TRUE,Kota Tegal,Jawa Tengah
1758,Rstgunn,Astonish 100 ML X 60,AST-6,99,31,15,3077,10/14/2020,2/21/2021,3077,3/22/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
1759,Ychfbg,CHLORMITE 200 ML X 48,CHL-19,86,38,13,3285,11/1/2020,7/11/2021,3285,3/29/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1760,Jeahw,Remazole 400 ml X 20,REM-54,84,19,17,1581,7/15/2020,4/30/2021,1581,3/28/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
1761,Plkia,KLENSECT 200 ML X 48,KLE-42,43,23,9,962,9/1/2020,1/2/2021,962,3/28/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
1762,Usiydw,DUMIL 400 Gr X 25,DUM-32,98,23,12,2204,5/20/2020,7/5/2021,2204,4/2/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1763,Gizua,Anilo 50 Gr X 100,ANI-5,89,32,20,2865,3/4/2020,7/18/2021,2865,3/31/2023,FALSE,FALSE,Kabupaten Brebes,Jawa Tengah
1764,Jnpva,BELLMAC 250 ML X 40,BEL-11,14,22,10,298,12/28/2020,8/28/2021,298,3/21/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
1765,Nqqef,EXPLORE 250 ML X 36,EXP-33,35,44,19,1517,3/23/2020,4/4/2021,1517,3/30/2023,FALSE,FALSE,Kabupaten Banyumas,Jawa Tengah
1766,Srwxf,Jurassic 1L X 20,JUR-41,54,41,16,2186,7/5/2020,3/20/2021,2186,3/31/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
1767,Afojs,AGIL 100 ML X 100,AGI-1,81,10,2,768,6/6/2020,11/22/2021,768,4/1/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
1768,Sjgyul,Foltus 500 ML X 24,FOL-36,72,25,5,1799,7/6/2020,8/10/2021,1799,3/28/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1769,Zbupp,Jurassic 1L X 20,JUR-41,89,46,5,4100,8/13/2020,1/6/2021,4100,3/23/2023,TRUE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
1770,Usiydw,LEILI 1 L X 20,LEI-45,35,7,6,240,5/11/2020,7/10/2021,240,3/23/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
1771,Vnlumtd,Plethora 250 ML X40,PLE-52,63,38,17,2386,2/28/2020,9/11/2021,2386,4/1/2023,TRUE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
1772,Hzbalcz,Liberty 500 X 20,LIB-50,63,36,8,2289,3/14/2020,3/17/2021,2289,4/2/2023,FALSE,TRUE,Kabupaten Kendal,Jawa Tengah
